Name;Art;Longitude;Latitude;Link
Althagen;Kleinstadt;-3.125478880458527;31.80754520856624;
Thurana;Kleinstadt;-0.4973668325529124;31.55697264146678;
Albumin;Kleinstadt;0.01482942857205627;31.38171948842768;
Gh'Orrgelmur;Kleinstadt;-.279152;35.117821;
Rimtheym;Kleinstadt_Rakshazar;40.20079320325601;53.40877042562894;
Assanra;Kleinstadt_Rakshazar;61.31554783812053;21.60186988587886;
Mascupi;Kleinstadt_Rakshazar;55.51497835260247;16.12931301267737;
Arkimstolz;Kleinstadt_Rakshazar;41.56470010341769;31.44295927733221;
KhurKez Kao;Kleinstadt_Rakshazar;54.007873650417;41.54425367369;
Binsborn;Kleinstadt-X;7.86344973801498;31.1628542193559;
Krytzdorf;Kleinstadt;7.81853714883763;30.9222432491123;
Sassandra-Südwall;Kleinstadt;10.3579941079332;30.2461952560039;
Auriler;Kleinstadt;-5.6224988459253;35.1444422920023;
Brendhil;Kleinstadt;-5.682226;34.373315;
Efferdûn;Kleinstadt;-4.2335096105917;32.29337465387435;
Goldsholmr;Kleinstadt_Karte;-7.57510052808714;37.9964271748152;
Hjedan;Kleinstadt;-3.92398;35.350133;
Hoijangar;Kleinstadt;-5.28415734078921;34.9615374174707;
Kord;Kleinstadt;-5.715636;32.671291;
Ljasdahl;Kleinstadt;-4.854771;33.189755;
Orkbrand;Kleinstadt;-4.047982199377125;33.59257982531393;
Orkgard;Kleinstadt;-4.397236;34.011967;
Orvil;Kleinstadt;-5.343069;33.659944;
Overthorn;Kleinstadt;-5.371019;34.276031;
Rayyadh;Kleinstadt;-1.080525;37.063017;
Skovbjerg;Kleinstadt;-4.622151;34.184048;
Svafdûn;Kleinstadt;-4.355121834893647;32.0435215010368;
Torstorsgard;Kleinstadt;-4.571310;35.806618;
Uddahjal;Kleinstadt_Karte;-5.21229719810544;35.5263907064653;
Vilnvad;Kleinstadt;-3.955833418209926;33.5043375219007;
Edas;Kleinstadt;1.975908615056883;16.86375294186935;
Port Stoerrebrandt;Kleinstadt_Karte;7.020902869015997;14.93251156371482;
Menzheim;Kleinstadt;4.74272279171883;32.2459207548307;
Nordhag;Kleinstadt;3.46680731355886;32.8282368641934;Nordhag (Weiden)
Braunsfurt;Kleinstadt;5.073476023509651;33.37471731122964;
Altnorden;Kleinstadt_Karte;5.091476907595554;32.65198315638528;
Balsaith;Kleinstadt_Karte;4.371983810601683;33.52228751446445;
Salthel;Kleinstadt_Karte;5.8328888283728;33.1543106018104;
Rudein;Kleinstadt;4.977241217742112;32.88951053460756;
Moosgrund;Kleinstadt_Karte;4.832774283128954;32.92467981486991;
Anderath;Kleinstadt;4.944284245416699;33.06076973694015;
Ebelried;Kleinstadt_Karte;7.97318390704161;32.67665421685364;
Tizamsauen;Kleinstadt;8.046831745144171;33.0301162430952;
Triveth;Kleinstadt;-1.850110;27.205323;
Arÿïos;Kleinstadt;-2.646504;23.968379;
Skebos;Kleinstadt;-3.509206;23.442700;
Tyrakos;Kleinstadt;-2.601139;23.489235;
Athyros;Kleinstadt;-3.178777;22.697396;
Maradom;Dorf;-2.036179;29.594286;
Jannendoch;Dorf;-1.690136;29.453559;
Ilvidoch;Dorf;-2.603704;29.384148;
Lyngwyn;Dorf;-1.090273;29.083445;Lyngwyn_(Honingen)
Glydwick;Dorf;-1.251857;29.546489;
Otterntal;Dorf;-1.598166;29.223463;
Nordhag;Dorf;-2.846233;29.410607;Nordhag_(Albernia)
Aiwiallsburg;Dorf;-1.200648;29.652907;
Albentrutz;Dorf;-.539768;29.185872;
Lyngwyn;Dorf;-2.800850;29.586896;Lyngwyn_(Havena)
Aran;Dorf;-.769000;29.792660;
Wallersrain;Dorf;-2.158277;29.655894;
Gemharsbusch;Dorf-X;-1.409768;29.599686;
Tommeldomm;Dorf;-1.905598;30.371167;
Truhjebor;Dorf-X;-2.676540;29.109576;
Ortis;Dorf;-.687619;30.244237;
Muhrwick;Dorf;-3.095063;29.092531;
Altenfaehr;Dorf;-2.691700;28.923142;
Weidenau;Dorf;-2.429661;28.799433;
Arvun;Dorf;-2.737229;28.387380;
Draustein;Dorf;-2.021607;28.622948;
Traviarim;Dorf;-1.371856;28.843415;
Aiwiallsfest;Dorf-X;-1.273900;29.925304;
Duhnhus;Dorf;-3.212670;29.123445;
Fairnhain;Dorf;-1.557334;30.347913;
Waldenau;Dorf-X;-2.037675;29.523219;
Neuhaven;Dorf-X;-2.429099;28.781573;
Dela;Dorf;-2.995790;29.236370;
Calladûn;Dorf-X;-1.202830;29.243213;
Fairngard;Dorf-X;-1.247875;29.896615;
Taining;Dorf;-3.171834;28.660349;
Wietraun;Dorf-X;-1.854655;28.526761;
Ravendoch;Dorf;-3.061970;29.050396;
Thunderbach;Dorf-X;-2.153371;28.699938;
Fiering;Dorf;-3.354655;28.816072;
Ellerdoms Hof;Dorf;-3.045728;28.669657;
Wildwick;Dorf;-3.020491;28.867325;
Schellwick;Dorf;-3.371177;28.925413;
Gwydin;Dorf;-3.112994;29.004394;
Gilgins;Dorf-X;-1.830714;28.538956;
Windanach;Dorf-X;-3.082416;29.179670;
Schindmeringen;Dorf-X;-.639750;28.897692;
Yantibair;Dorf;-2.370401;29.295121;
Piratennest;Dorf_Karte-X;-3.146900;28.839142;
Elfensiedlung;Dorf-X;-2.400621;29.759286;
Lileyan;Dorf-X;-1.434624;29.962573;
Abagund;Dorf;-1.592352;28.960180;Abagund_(Dorf)
Rodaschmund;Dorf;-1.702454;28.490012;
Albesh;Dorf;1.875376559460407;26.70776692413393;
Asperg;Dorf;1.548550080506914;26.52512914294472;
Bactrim;Dorf;1.15643927006658;26.48345398084135;
Bitterfeld;Dorf;2.570865938132969;27.99850957354038;
Blitzacker;Dorf;0.07953350720659058;27.13453157067115;
Bockenburg;Dorf-X;1.904615159858476;26.83699480291132;
Braast;Dorf;1.072614038242421;27.65429638829503;
Brig-Lo;Dorf_Karte;0.669330;26.406339;
Caras;Dorf-X;1.813275500401079;26.5195636966599;
Carhag-Lo;Dorf;0.2768525374497854;26.93034693316478;
Chella;Dorf;1.014361453843105;26.63549118558865;
Ciragad;Dorf;2.778105705152665;27.85062003070299;
Dragenhus;Dorf_Karte-X;2.347661419378735;26.34440601237743;
Falado;Dorf;3.109056527660816;28.15314306540659;
Flogglond;Dorf;0.9162499943490277;27.44122415360317;
Geierschrei;Dorf;0.6090978976000594;27.39915864147709;
Glückeskind;Dorf;-0.5734791609049306;26.89933326140194;
Grünau;Dorf;2.994066119400705;28.11188035050731;Grünau_(Almada)
Haffith;Dorf;0.314069475768437;27.64102299532314;
Heldor;Dorf;2.535730555555555;27.57711396327478;
Hilmen;Dorf-X;1.95295730824911;26.89207857655076;
Jennbach;Dorf;2.277656969505886;27.90198472959045;
Kantor;Dorf;0.8492751519212138;26.89767627750543;
Kellfall;Dorf;0.5820960487969917;27.52946647453452;
Khahirios;Dorf;3.28501906547072;28.25845418668443;
Kornhammer;Dorf;3.654731732247791;27.99902687875408;
Kupfertann;Dorf-X;2.360096663337188;27.80884770981629;Kupfertann_(Dorf)
Likan;Dorf;2.506764229162044;27.86434928623171;
Mesch;Dorf;-0.1247269788728733;27.51463956600301;
Nemento;Dorf;1.905255245865873;27.08528022276846;
Perain;Dorf;1.266970371243739;27.01419338433836;
Pharvila;Dorf-X;-0.1359622247517722;26.51262105036635;
Phexhilf;Dorf;-0.4140865768734148;27.02039135640412;
Quaranca;Dorf;2.545775150874434;27.46462084719848;
Ranuch;Dorf;2.588107328205391;28.27034350093203;
Rosenteich;Dorf;2.30400468839338;27.97789136128968;
San Therbuna;Dorf;2.556674441056541;27.33452005209187;
Selaque;Dorf;3.321093909218176;27.72061743442276;
Taubental;Dorf-X;0.7066699665959697;27.43681483380699;
Tolacas;Dorf;0.2608254399763554;26.56956845402377;
Valenca;Dorf;3.081002238442891;27.82435865466265;
Viryamun;Dorf;1.113094087530924;27.4393837596574;
Wildenfest;Dorf;3.04069364003758;27.11500456537614;
Wilsemund;Dorf;2.90144958324851;27.96279333363653;
Tschelacon;Dorf-X;.423935242629501;27.2194782195151;
Al'Beroshîm;Dorf;6.598978;26.468762;
Alnuphar;Dorf;8.159710;26.721799;
Ankrabad;Dorf;6.093627;26.446556;
Arkossabad;Dorf;5.349668;26.657860;
Ayshabad;Dorf_Karte-X;6.04713184860624;26.82014073321285;
Bakrachal;Dorf;6.589461;27.451014;
Belew;Dorf;5.396451035597489;25.64700080475992;
Chel'gan;Dorf-X;7.233926;27.144198;
Darja;Dorf;5.482528996510958;25.93191902232852;
Djambulkand;Dorf;5.633476;25.884915;
Fennekesh;Dorf;5.637567;26.115641;
Gadar;Dorf;5.426121714022177;25.43868067025814;
Harasim;Dorf;8.994115;27.373572;
Izikesh;Dorf;8.254601;27.566857;
Iziqnedim;Dorf;6.085602223563513;27.06350965786998;
Keshal Fennek;Dorf;5.270272;27.620730;
Marmelund;Dorf;6.181017;28.198795;
Moribis;Dorf;6.323196;26.442855;
Muchabad;Dorf;5.396630;28.031278;
Narhuabad;Dorf;7.443583;27.162200;
Nasirabad;Dorf;6.581701;27.935886;
Nerenenah;Dorf;6.097845;26.056624;
Ommdablabad;Dorf;6.278821;27.735038;
Oyandagh;Dorf;5.729756;26.657761;
Ras Abris;Dorf;7.797297;27.618419;
Ras Surya;Dorf;7.594108;26.541307;
Sefjanil;Dorf-X;9.148246708774348;27.77960816839653;
Smijad;Dorf;8.409866;27.088382;
Tamaris;Dorf;5.576704;27.059291;
Tarashim;Dorf_Karte;5.822107;26.362335;
Teralkira;Dorf;5.993936;27.434685;
Teriliabad;Dorf;8.681654;26.771790;
Thorwasra;Dorf;8.882102;27.239569;
Ulahbar;Dorf;5.526075288584318;26.10750058956863;
Untersternheim;Dorf;5.892155;27.890107;
Veharis;Dorf;6.453603;27.205154;
Waraqis;Dorf;6.627726;26.799333;
Yaspilil;Dorf;5.266039;27.154960;
Durân;Dorf;8.08801907136115;27.7180008932251;
Dorf im Yalaiad;Dorf-X;7.43529071947544;25.9125947326889;
Elabad;Dorf;8.1059841070321;27.4974391327606;
Gwerrat;Dorf;7.56703431439569;25.8453502935228;
Eschabad;Dorf-X;8.69883028417321;27.2552557636072;
Ahrholt;Dorf;9.364184;33.072860;
Alderow;Dorf;9.927069;34.123489;
Arlinsburg;Dorf;10.809462;34.698184;
Ask;Dorf;8.311181;36.487571;
Aurrghrhrropp;Dorf;9.630690;33.092900;
Ausjepengurken;Dorf-X;11.70136149342849;36.74785314347985;
Baldrom;Dorf;9.873480;33.550418;
Bachsjepengurken;Dorf-X;11.69102756749624;36.69017804602098;
Balgerick;Dorf;9.989282;34.695533;
Bangra;Dorf;10.062671;33.824416;
Birgau;Dorf;9.807152;34.772210;
Birtja;Dorf;9.416153;35.156182;
Blütenfeld;Dorf;9.858993;34.325730;
Bisserlsjepengurken;Dorf;11.80303815651605;36.69237693751982;
Bonna;Dorf-X;10.467990;36.821726;
Bornstein;Dorf;9.370638;35.252071;
Brechtenow;Dorf_Karte-X;8.90582230743645;36.839360795995;
Bruk;Dorf;9.507028;36.182550;
Bullstadt;Dorf;9.660597;33.803705;
Burg Ouvenstam und Weiler;Dorf_Karte;11.329706;36.492971;Burg Ouvenstam
Dornacker;Dorf;9.925792;34.808956;
Dornblut;Dorf-X;10.761022;35.648798;
Dotzen;Dorf;8.600917;36.308409;
Drachenzwinge;Dorf;8.277306;34.573406;
Drauhag;Dorf;10.059012;36.319010;
Duderow;Dorf;10.186978;34.845664;
Dutlindhusen;Dorf;11.030270;35.951842;
Eberskoje;Dorf-X;8.956861;36.757215;
Ebrin;Dorf;9.565348;36.283717;
Einweiler;Dorf;11.960324;36.820436;
Elchdorf;Dorf;10.984683;34.434993;
Elenau;Dorf;10.827755;35.480076;
Elkauen;Dorf;10.766932;34.763337;
Elkenacker;Dorf;11.043235;34.544316;
Elkfurten;Dorf;10.844344;34.634440;
Emmer;Dorf;10.364914;34.223805;
Erbarmen;Dorf;10.828879;35.141584;
Erlenbruch;Dorf;9.479354;35.255453;
Fedoran;Dorf-X;10.749609;36.960238;
Firunshag;Dorf;9.732814;35.836629;Firunshag_(Bornland)
Garbeldüne;Dorf;10.397309;34.078867;
Garbeln;Dorf;10.309558;34.116413;
Gartangen;Dorf_Karte-X;11.16889516264101;36.06118781535187;
Gartimpen;Dorf;9.378335;35.463669;
Geestwindskoje;Dorf;9.830004;33.475469;
Goblinlager;Dorf-X;7.794660;36.507522;
Gorbitz;Dorf-X;11.617150;35.913082;
Gorschnitz;Dorf;10.480754;36.306994;
Gradnochsjepengurken;Dorf;11.83101595299042;36.70752095491491;
Groniza;Dorf;9.654364;35.357087;
Hamkeln;Dorf;9.907696;34.400902;
Hasenhag;Dorf;9.44177664996916;33.3114313082294;
Helsum;Dorf;9.342678;35.057439;
Hexenhus;Dorf;8.455745;36.281632;
Hilgen;Dorf;9.831638;34.257196;
Hinterbruch;Dorf;10.777585;34.170001;
Hinzk;Dorf;10.424511;35.366088;
Hollerskoje;Dorf-X;11.232324;35.750151;
Hulga;Dorf;9.859471;34.422932;
Hulka;Dorf;8.98666241297194;33.2657050895966;
Ilumin;Dorf;9.281519;36.236186;
Itzkendorf;Dorf;9.53759017354752;33.4728179622279;
Jagotin;Dorf;9.514824;35.886791;
Jarlak;Dorf;8.160397;36.148422;
Jassuula;Dorf;10.256502;35.009946;
Jekdisit;Dorf;10.767688;34.290429;
Kalessa;Dorf;10.711852;36.118291;
Karenow;Dorf;10.625599;36.582224;
Karkriwen;Dorf;8.542017;34.630796;
Kreiben;Dorf;10.171431;36.459558;
Krempelow;Dorf;12.096807;36.342055;
Kunzk;Dorf;10.615702;35.466502;
Larsach;Dorf;8.922273;34.222060;
Meskinneskoje;Dorf;9.504363;34.526387;
Nagrakoje;Dorf;12.614665;36.290667;
Neu-Wulzen;Dorf;9.705160;33.302210;
Moorweiden;Dorf-X;;;
Neuhaven;Dorf;9.946625;33.665922;
Nebenniedersjepengurken;Dorf-X;11.77653108626421;36.64545899286119;
Nebensjepengurken;Dorf;11.76999801883624;36.6718290882549;
Niedersjepengurken;Dorf-X;11.73628177608593;36.6376433191115;
Niederwals;Dorf;11.203045;34.270985;
Okol;Dorf;10.041956;34.195550;
Otra;Dorf;10.815243;34.975725;
Persanzig;Dorf;10.806147;36.672064;
Pjeschen;Dorf-X;11.236167;34.416532;
Puspereiken;Dorf;10.993523;34.216204;
Quelldunkel;Dorf;12.159073;36.906236;
Rantzig;Dorf;9.868054;35.716265;
Ratheln;Dorf;9.527101;33.052050;
Raudups;Dorf;9.454501;34.019989;
Ritterfurt;Dorf;9.216787;33.523546;
Ropaddes Hof;Dorf;9.573351;36.106397;
Rucken;Dorf;10.528804;34.140879;
Salderholt;Dorf;9.246182;34.226614;
Salsweiler;Dorf;11.391975;35.837400;Salsweiler (Dorf)
Sarauklis;Dorf;9.364955;33.693760;
Schimochen;Dorf;10.489192;34.742856;
Schlüsselfels;Dorf;9.866202;34.860388;
Schotzen;Dorf;9.721674;35.174006;
Schwarzmos;Dorf;9.382732683484436;35.78898850703642;
Silling;Dorf;10.57067826590784;36.00506280278393;
Sirsinkis;Dorf;9.647428;34.148975;
Sjepengurken;Dorf;11.726673;36.668573;
Skullen;Dorf;9.798343;34.008061;
Sonngrunden;Dorf;10.648985;34.152798;
Soprieten;Dorf;10.167637;34.012291;
Sykand;Dorf-X;12.02438;33.581940;
Torsin;Dorf;9.387633;36.224002;
Trachau;Dorf-X;10.789116;34.923700;
Trallsky;Dorf;10.919442;35.493333;
Trautemanns Hus;Dorf;10.509816;37.225502;
Treie;Dorf;10.867788;35.882186;
Trepelow;Dorf;11.55836280077686;36.56756603560272;
Trescha;Dorf;10.877746;35.213490;
Tsastrand;Dorf;9.997161;33.695436;
Tschorkeffskoje;Dorf-X;10.633076;34.106918;
Uspiaunen;Dorf;10.553169;34.576391;
Vordersjepengurken;Dorf;11.66580193081064;36.63226966583028;
Walden;Dorf;9.140970;36.234078;
Walserwacht;Dorf;12.051675;36.105636;
Wosna;Dorf;8.767564;36.731258;
Sturmfels;Dorf;5.563591;30.001636;
Hallingen;Dorf;4.557118;31.540182;
Binsböckel;Dorf;4.048291;30.914112;
Barken;Dorf;4.380621;31.745950;
Dettenhofen;Dorf;5.378616;30.217500;
Ochsenweide;Dorf;4.431578;30.632720;
Bohlenburg;Dorf;5.286740;30.527326;
Grassing;Dorf;4.557815;30.403796;
Talf;Dorf;4.816251;30.916089;
Poppenricht;Dorf-X;5.644541;30.698510;
Dobirach;Dorf;4.683097;30.475575;
Fischerdorf;Dorf;5.195880;29.997306;
Hirschwailer;Dorf-X;4.014100;31.496112;
Galbenburg;Dorf;4.205007;31.469636;
Neuborn;Dorf;5.298449;29.790477;
Immingen;Dorf-X;4.222719;31.763677;
Sonnenfelde;Dorf-X;3.981938;31.018393;
Arlingen;Dorf;4.783257;30.449811;Arlingen (Darpatien)
Schwanen;Dorf;5.130320;30.096828;
Auweiler;Dorf;5.024480;30.655832;
Gänseflucht;Dorf;4.693505;30.283998;
Hanisborch;Dorf;4.842985;30.130361;
Silberhuett;Dorf;5.538958;30.466522;
Hassloch;Dorf;5.387438;30.079707;
Seefluren;Dorf;5.299418;29.939626;
Mistelhausen;Dorf;5.304517;31.532944;
Wolkenried;Dorf;5.752045;30.882299;
Niedernberg;Dorf-X;5.180715;29.785515;
Ertelhein;Dorf-X;5.144781;29.923104;
Neuschwanen;Dorf-X;5.250506;29.917334;
Dreilinden;Dorf-X;5.039589;29.992288;
Nail;Dorf;3.960956;30.920066;
Holderhof;Dorf;4.031663;30.871000;
Feenburg;Dorf-X;5.083830;30.088508;
Darpadingen;Dorf-X;5.280375;29.888105;
Randolphsweg;Dorf-X;4.210670;30.853453;
Berler;Dorf;4.366214;30.939930;
Trollhaus;Dorf-X;4.967757;30.572961;
Travinspforte;Dorf-X;5.438349;30.605779;
Dommel;Dorf;4.999250;29.949188;
Hundhof;Dorf;4.225146;30.715090;
Heuthof;Dorf;4.127939;30.736144;
Kral;Dorf-X;5.061316;30.329554;
Welse;Dorf-X;5.111154;30.249505;
Daffel;Dorf;5.044898;30.921304;
Zabel;Dorf;4.986568;30.223421;
Stepp;Dorf;5.015179;30.243144;
Gut Ergelstolz;Sonstige_Privathaus-X;5.36252099358792;31.1096138548957;
Neu-Isenborn;Dorf_Karte-X;5.36252099358792;31.1096138548957;
Azzln;Dorf;2.557603515864848;20.47847837037846;
Chag;Dorf;1.850500395120669;20.83990783721536;
Chi'Khro;Dorf;3.402631198525932;21.07247430554016;
H'Rudd;Dorf;3.978251212623924;21.44912276473922;
Khirr'Zsugg;Dorf-X;2.36795235247891;21.0322623157755;
Ou'Roboch;Dorf;4.269367788057499;21.48876717823185;
Pfahldorf der CharrJrzz;Dorf_Karte-X;4.41936045333906;21.7621058602167;
Port Kellis;Dorf_Karte;5.139655;21.726585;
Port Zornbrecht;Dorf;1.65254537798968;20.61730390979847;
Ssd'l;Dorf;3.971763964330433;20.82689298879477;
Tsh'Awah;Dorf;2.584647927908768;21.2432703395235;
Uru'Achin;Dorf;2.033700555605615;20.93828335865086;
Zshorrkh;Dorf;2.928446288245237;21.01298200180787;
Port Charybyss;Dorf-X;3.73628923608238;20.9730872093094;
Brägenhobel;Dorf;5.4074323052734;29.4236785074844;
Zackenberg;Dorf;5.688063404371267;29.4168430431065;
Knoppsberg;Dorf;5.434432907071917;29.52725345785984;
Gluckenhang;Dorf;5.60245402554874;29.2138758572864;
Traviasfurt;Dorf;5.552105440512483;29.11430428863202;
Gerbental;Dorf;5.477309369432941;28.61918069842778;
Darrenfurt;Dorf;5.85097035233011;28.5252928002263;
Morganabad;Dorf;6.053847451192826;28.4008870782924;
Rash Lamashu;Dorf;5.394245928791577;28.25815881923437;
Hassal han Amayin;Dorf;6.083669312035918;28.68784292094642;
Eslamskesh;Dorf;6.35496166461524;28.43347713825613;
Gnitzenkuhl;Dorf;5.746174310916281;28.8588252184898;
Brendiltal;Dorf;6.445679899205452;28.71761777274939;
Bergthann;Dorf;5.998394288878353;28.97512300510309;
Gaulsfurt;Dorf;6.005673820087578;28.81810484976345;
Rabicum;Dorf;6.179533652956996;28.93530500997617;
Haselhain;Dorf;5.94678387590847;28.7243363401577;
Hagenshain;Dorf;6.79413472505461;29.2058065245865;
Dorkum;Dorf-X;6.567496356225517;29.15603132589607;
Heimbach;Dorf-X;6.785152207219141;29.1681496386535;
Aschweiler;Dorf-X;6.818088105949199;29.1735291937868;
Steynebruk;Dorf;3.362932;28.779893;
Hoxforst;Dorf;2.377172;30.311699;
Tannwirk;Dorf;3.067415;30.406346;
Hornbach;Dorf;2.901870;29.925505;
Schwarztannen;Dorf;2.112646;29.827465;
Nuzell;Dorf;2.857416;29.780308;
Güldenfeldt;Dorf;3.182456;29.653181;
Samlor;Dorf;3.263785;29.255290;
Serrinmoor;Dorf;1.935941;30.621465;
Hammelborn;Dorf;3.370110;28.341665;
Wiesengrund;Dorf;4.256736;29.316453;
Rohalsweiler;Dorf;3.884591;29.873141;
Uslenried;Dorf;2.521026;30.100307;
Rubreth;Dorf;2.658609;29.295355;
Appelhof;Dorf;4.179318;30.324502;
Grambusch;Dorf;3.653685;29.528154;
Ruchin;Dorf;4.648687;29.318865;
Mardershöh;Dorf_Karte;5.169631;29.282042;
Höllenwall;Dorf;4c.005793;28.408727;
Hornbeil;Dorf;2.061922;30.282798;
Njerbusch;Dorf;2.086524;30.512420;
Rallerquell;Dorf;2.833499;30.015122;
Gallestra;Dorf;3.052578;29.064016;
Falkenstein;Dorf;4.316460;28.995567;
Nimmerjoch;Dorf;3.900867;29.094231;
Letzenbronn;Dorf;3.191338;28.751575;
Hexenmühle;Dorf;2.104605;29.651212;
Waldfang;Dorf;2.620802;29.730273;
Valpolust;Dorf;4.454886;29.714266;
Bugenhog;Dorf;4.524976;29.993659;
Hellenstein;Dorf;2.554774;29.623037;
Praiostal;Dorf;3.578571;28.644540;
Grannerau;Dorf;3.228834;28.544572;
Mardramund;Dorf;5.321911;29.460469;
Silkwiesen;Dorf;3.708044;29.648173;
Ginsterhag;Dorf-X;4.038405;29.594176;
Wagenhalt;Dorf;3.607482;30.040918;
Falkenanger;Dorf-X;4.052058;29.766713;
Gassel;Dorf;4.221815;30.679617;
Eghistorf;Dorf-X;4.679617;29.792102;
Stineshof;Dorf-X;4.047037;29.666426;
Bitani;Dorf;2.002898;30.028220;
Silz;Dorf;2.833553;30.378731;
Alveransthor;Dorf-X;3.757099;29.860456;
Ginsterfeld;Dorf-X;3.831001;29.986617;
Hausen;Dorf;5.188539;29.693002;
Kaiserhain;Dorf;3.889871;30.684254;
Dornensee;Dorf;3.796210;28.804053;
Perainsgarten;Dorf;4.817336;29.437892;
Nabenweiler;Dorf-X;4.078691;29.872510;
Rindsfurt;Dorf-X;4.015870;29.725682;
Branningsgrund;Dorf-X;4.101030;29.561375;
Aubein;Dorf;3.615725;29.165050;
Falkenwind;Dorf_Karte;2.577318;30.448172;
Dorp;Dorf;4.551972;30.322424;
Tolakstein;Dorf-X;4.483926;28.791623;
Zagbar;Dorf;2.605665;29.041450;
Gerbaldsruh;Dorf_Karte-X;3.311666;29.870718;
Leustein;Dorf;1.883218;30.035111;
Zedernhof;Dorf-X;3.297324;28.672237;
Briskengrund;Dorf;3.574513;29.565028;
Retosgrund;Dorf_Karte-X;3.177777;29.528690;
Ebernoth;Dorf-X;3.143258;28.629490;
Bracker;Dorf;4.467205;30.451516;
Rothof;Dorf;4.216059;30.560592;
Langkoppeln;Dorf-X;3.871435;29.727621;
Reck;Dorf;4.552758;30.175978;
Fremmelshof;Dorf-X;2.817572;28.676229;
Fremmelshof;Dorf-X;2.817572;28.676229;
Natzungen;Dorf;3.770008;30.254664;
Klappechs;Dorf;2.357383;30.664422;
Ebershag;Dorf-X;4.343932;30.349884;
Spinnried;Dorf;2.17592033359383;29.3680036143108;
Morgan;Dorf;5.91085444331253;29.675962411876;
Gradlinfurt;Dorf-X;3.518892;29.365608;
Telfenhain;Dorf-X;3.455355410991849;29.61970787493809;
Holthus;Dorf_Karte-X;4.06005590744457;30.5770378967008;
Olkstein;Dorf-X;3.67939548523616;30.5859693592044;
Sala der Blütentänzer;Dorf-X;3.49375678330309;30.5832795816377;
Hutt;Dorf-X;4.372468;30.182700;
Hahnendorf;Dorf-X;2.76317674978026;28.6597299844805;
Valhog;Dorf-X;3.01768142178529;28.5548286593815;
Rior;Dorf-X;3.23625602244842;28.6005548780144;
Burg Reinherz;Dorf-X;3.60753342631457;29.0658863970433;
Aimar-Gor;Dorf;7.463452;25.561774;
Aimar Novad;Dorf;7.153245289685501;23.52338776056268;
Al'Ghunar;Dorf-X;6.836284;23.862506;
Amarash;Dorf;7.948478;25.358276;
Ashanar;Dorf-X;5.736711;22.329395;
Bandur;Dorf;6.918124807813602;23.396337224629;
Bara Jamin;Dorf;6.795526936468431;24.68462913453051;
Chefe;Dorf;7.10621396348502;24.77309235208769;
Dorf der Verdammten;Dorf-X;7.390924925106677;25.07645122353011;
Ehristar;Dorf;6.380869870165249;24.7061542264903;
Felsendorf;Dorf-X;5.89288940764158;22.5317408812849;
Ghrú;Dorf;6.74583749780429;23.82442734252304;
Ilgasalla;Dorf-X;6.17134873803307;25.5432847703332;
Korushkand;Dorf;8.457208;25.839708;
Llyndal;Dorf-X;8.333873063433524;25.69669876179625;
Mahatamrepuram;Dorf-X;6.210609;22.883263;
Malqis;Dorf;7.665265;26.157945;
Mudrawan;Dorf;6.902831282080744;25.93166164596293;
Nabatil;Dorf;5.396486;22.831261;
Naichech;Dorf;6.684227797388155;23.64307132581009;
Olabith;Dorf-X;8.387787129043215;25.54022601449745;
Qashuk;Dorf;6.644528554636819;24.28095699720852;
Roswylde;Dorf-X;8.452157;25.658593;
Sameach;Dorf;5.611278289229949;23.15356692955668;
Samra;Dorf;5.471837176710686;25.2068768444168;
Shara;Dorf;6.570984;27.726522;
Smamid;Dorf;6.184195008318099;24.50030574857083;
Terekand;Dorf;7.14799626272084;25.88820715723449;
Thabuleth;Dorf-X;5.868055;22.742810;
Thalusfurt;Dorf;5.78479707978;22.7878666932;
Tinqil;Dorf;6.228667816159206;24.12570454408233;
Veschar;Dorf;5.428223;25.309381;
Yaisir;Dorf;7.640346840668597;24.64595091262279;
Ech'Chin;Dorf-X;6.33602695419151;22.6366422063839;
Waldrast;Dorf;3.044864;32.301911;
Niemith;Dorf;2.089863;31.033297;
Hesindelburg;Dorf;.730409;31.267107;
Hexenhain;Dorf;1.211028;31.277992;Hexenhain (Dorf)
Donfanger;Dorf;1.590747;31.266219;
Breitenbruck;Dorf;2.118542;31.300137;
Orkenwall;Dorf;2.723882;31.233980;
Dergelstein;Dorf;3.442026;31.797047;Dergelstein (Stadt)
Reichsweg;Dorf;3.425608;31.285696;
Hundsgrab;Dorf;2.728811;31.761883;Hundsgrab (Stadt)
Quastenbroich;Dorf;3.022461;30.856811;
Feldharsch;Dorf-X;2.082654;30.778848;Feldharsch (Stadt)
Nimmerquell;Dorf;2.517499;32.406597;
Gramstein;Dorf;2.791727;32.467760;
Beldenheim;Dorf;2.662246;32.175273;
Belchenhain;Dorf;3.428523;32.091735;
Weihenhorst;Dorf;2.023575;31.649940;
Zalgo;Dorf;1.76571996326584;30.6603693071888;
Orkentrutz;Dorf;2.319537;32.095009;
Nardesfels;Dorf;1.810434;30.751598;
Breitenquell;Dorf-X;2.022867;31.767286;
Greifenberg;Dorf;2.218234;31.536864;
Corwick;Dorf-X;2.095119;32.044640;
Dergelsfurt;Dorf;3.66442334468516;31.1852862637705;
Dunkelsfarn;Dorf;3.51471471409397;31.5995120090332;
Schnayttach;Dorf;2.84102587643362;31.5053697942008;
Kressenburg;Dorf;2.68832435072248;30.7123889048365;
